,n_estimators,learning_rate,loss,mean_score,std,cross_val_score_1,cross_val_score_2,cross_val_score_3,cross_val_score_4,cross_val_score_5
0,100,0.1,log_loss,0.7281905138752375,0.13103187284004475,0.7476353391024351,0.5406602254428341,0.8790257648953301,0.8538647342995169,0.6197665056360708
0,100,0.2,log_loss,0.7307666226254954,0.1226385264576602,0.7570939826926947,0.5557568438003221,0.8663446054750402,0.8500402576489533,0.624597423510467
0,100,0.3,log_loss,0.7289551580507683,0.12464765710247502,0.7538740189172872,0.5505233494363929,0.8715780998389694,0.8458132045088567,0.6229871175523349
0,100,0.4,log_loss,0.7318936666592131,0.12252267608837915,0.7613201851479171,0.5535426731078905,0.8675523349436393,0.8478260869565217,0.6292270531400966
0,110,0.1,log_loss,0.7283112949238582,0.12999707680977302,0.7474340913664721,0.5422705314009661,0.8776167471819646,0.8534621578099839,0.6207729468599034
0,110,0.2,log_loss,0.7317730152387638,0.12263172603632158,0.7583014691084725,0.5573671497584541,0.8679549114331723,0.8504428341384863,0.6247987117552335
0,110,0.3,log_loss,0.7305653586860111,0.12380375416892793,0.7564902394848058,0.5549516908212561,0.8709742351046699,0.8478260869565217,0.6225845410628019
0,110,0.4,log_loss,0.7315716783834331,0.12124772186918249,0.7595089555242504,0.5579710144927537,0.8659420289855072,0.8478260869565217,0.626610305958132
0,120,0.1,log_loss,0.7291566326360309,0.12979165919050772,0.7492453209901389,0.5426731078904992,0.8768115942028986,0.8548711755233495,0.6221819645732689
0,120,0.2,log_loss,0.7321754702018862,0.12428085480975488,0.7613201851479171,0.554549114331723,0.8701690821256038,0.8508454106280193,0.6239935587761675
0,120,0.3,log_loss,0.7322962755557889,0.1226759989515913,0.7605151942040652,0.5565619967793881,0.8701690821256038,0.8478260869565217,0.6264090177133655
0,120,0.4,log_loss,0.7324974827829484,0.12012651786486418,0.7625276715636949,0.5603864734299517,0.8641304347826086,0.8478260869565217,0.6276167471819646
0,130,0.1,log_loss,0.7289553605947858,0.12925140542698607,0.7488428255182129,0.5436795491143317,0.8768115942028986,0.8534621578099839,0.6219806763285024
0,130,0.2,log_loss,0.7325378052459873,0.12318071487610321,0.7609176896759912,0.5559581320450886,0.8693639291465378,0.8502415458937198,0.626207729468599
0,130,0.3,log_loss,0.7317328386074176,0.12086001342037489,0.7562889917488428,0.5593800322061192,0.8687600644122383,0.8464170692431562,0.6278180354267311
0,130,0.4,log_loss,0.73386612132095,0.1194953410120841,0.7655463876031394,0.5621980676328503,0.8645330112721417,0.8476247987117552,0.6294283413848631
0,140,0.1,log_loss,0.7291565516184239,0.1287798009599666,0.7512577983497686,0.5446859903381642,0.8764090177133655,0.8520531400966184,0.6213768115942029
0,140,0.2,log_loss,0.7335844474064481,0.12291270831961523,0.762326423827732,0.5567632850241546,0.8709742351046699,0.8496376811594203,0.6282206119162641
0,140,0.3,log_loss,0.7327391664066001,0.12065681024291691,0.7591064600523244,0.5609903381642513,0.8693639291465378,0.8464170692431562,0.6278180354267311
0,140,0.4,log_loss,0.7355970705977706,0.12010926625061519,0.768766351378547,0.5615942028985508,0.8641304347826086,0.8516505636070854,0.6318438003220612
0,150,0.1,log_loss,0.7300421307760289,0.12805578272646706,0.7534715234453613,0.5458937198067633,0.8764090177133655,0.8512479871175523,0.6231884057971014
0,150,0.2,log_loss,0.7342688031333722,0.12188252601470925,0.7629301670356209,0.5603864734299517,0.8705716586151369,0.8496376811594203,0.6278180354267311
0,150,0.3,log_loss,0.7332624429271467,0.12026269189955105,0.7609176896759912,0.5609903381642513,0.8681561996779388,0.8468196457326892,0.6294283413848631
0,150,0.4,log_loss,0.7373279874675485,0.11852107625870673,0.7727913060978064,0.5676328502415459,0.8625201288244766,0.8524557165861514,0.6312399355877617
0,160,0.1,log_loss,0.729438217431165,0.12780837565162728,0.7546790098611391,0.5456924315619968,0.8739935587761675,0.8510466988727858,0.6217793880837359
0,160,0.2,log_loss,0.7358387947302261,0.12280747048626081,0.7643389011873617,0.5587761674718197,0.873792270531401,0.8510466988727858,0.6312399355877617
0,160,0.3,log_loss,0.7335844960170123,0.12023378403498297,0.7611189374119541,0.5609903381642513,0.8677536231884058,0.8478260869565217,0.6302334943639292
0,160,0.4,log_loss,0.7374889370457546,0.11727303463332506,0.7748037834574361,0.5690418679549114,0.8617149758454107,0.8494363929146538,0.6324476650563607
0,170,0.1,log_loss,0.7295187246273109,0.12723756257355023,0.754880257597102,0.5475040257648953,0.8727858293075684,0.8514492753623188,0.6209742351046699
0,170,0.2,log_loss,0.735758206516473,0.12263683090503262,0.7661501308110283,0.5581723027375202,0.8721819645732689,0.8508454106280193,0.6314412238325282
0,170,0.3,log_loss,0.7354764596861247,0.11845819748942663,0.7647413966592875,0.5642109500805152,0.8679549114331723,0.8460144927536232,0.6344605475040258
0,170,0.4,log_loss,0.7391394844493184,0.11564497601498415,0.775206278929362,0.5730676328502415,0.8595008051529791,0.8522544283413849,0.6356682769726248
0,180,0.1,log_loss,0.7300420416566611,0.1267129885728304,0.7556852485409539,0.5481078904991948,0.8717793880837359,0.8520531400966184,0.6225845410628019
0,180,0.2,log_loss,0.7359192209087648,0.12262386732384366,0.7665526262829543,0.5589774557165862,0.8717793880837359,0.8516505636070854,0.6306360708534622
0,180,0.3,log_loss,0.7367244549054379,0.11718064041415117,0.7645401489233246,0.5688405797101449,0.8683574879227053,0.8466183574879227,0.6352657004830918
0,180,0.4,log_loss,0.7399043473723884,0.1148456644351726,0.7760112698732139,0.5752818035426731,0.8599033816425121,0.8516505636070854,0.6366747181964574
0,190,0.1,log_loss,0.7300017840077078,0.1266742444060064,0.7556852485409539,0.5481078904991948,0.8717793880837359,0.8518518518518519,0.6225845410628019
0,190,0.2,log_loss,0.7366035199233639,0.12207632229337698,0.768565103642584,0.5603864734299517,0.8709742351046699,0.8518518518518519,0.6312399355877617
0,190,0.3,log_loss,0.7368854936030118,0.11688401382653482,0.7643389011873617,0.5686392914653784,0.8685587761674718,0.8460144927536232,0.6368760064412239
0,190,0.4,log_loss,0.7405485426714875,0.11437351310567348,0.7742000402495471,0.5772946859903382,0.8599033816425121,0.8536634460547504,0.6376811594202898
